id,price,size,minimum_nights,number_of_reviews,reviews_per_month,host_listings_count,availability_days_in_year,number_of_rooms,neighbourhood,room_type
19761260,25,368,2,34,3.91,1,3,2,Pankow,Private room
19763101,90,237,2,1,0.07,2,0,8,Tempelhof - Schoneberg,Entire home_apt
19763241,41,357,3,5,0.34,1,0,4,Friedrichshain-Kreuzberg,Entire home_apt
19763321,20,93,2,2,0.12,1,0,2,Mitte,Private room
19763433,45,476,2,14,0.88,1,165,7,Friedrichshain-Kreuzberg,Private room
19764616,28,357,7,6,0.38,1,0,8,Mitte,Entire home_apt
19765058,55,752,7,0,0,1,0,10,Mitte,Private room
19765177,50,537,4,10,0.67,1,215,10,Pankow,Private room
19766315,89,324,2,3,0.19,1,0,1,Friedrichshain-Kreuzberg,Private room
19770244,75,548,1,8,0.5,2,0,2,Friedrichshain-Kreuzberg,Private room
19771325,45,457,7,11,0.68,1,0,7,Friedrichshain-Kreuzberg,Entire home_apt
19771765,30,121,2,39,2.41,1,4,3,Pankow,Private room
19772763,44,742,2,1,0.06,1,0,2,Friedrichshain-Kreuzberg,Entire home_apt
19773486,19,141,4,0,0,1,0,8,Pankow,Private room
19773679,87,270,8,1,0.06,2,0,5,Pankow,Entire home_apt
19774331,43,113,5,4,0.25,2,0,8,Neukolln,Entire home_apt
19774734,69,405,2,3,0.21,1,90,6,Charlottenburg-Wilm.,Private room
19775965,65,743,2,1,0.07,1,0,6,Friedrichshain-Kreuzberg,Entire home_apt
19776135,70,506,1,18,1.11,6,5,7,Tempelhof - Schoneberg,Private room
19776534,69,123,2,3,0.24,1,0,3,Lichtenberg,Entire home_apt
19777545,85,198,4,4,0.25,1,0,8,Lichtenberg,Entire home_apt
19778418,31,212,150,3,0.19,5,365,2,Mitte,Private room
19778438,40,403,3,59,3.69,2,70,8,Pankow,Private room
19779187,48,206,2,2,0.13,1,0,9,Pankow,Private room
19780285,31,232,2,1,0.06,1,0,3,Charlottenburg-Wilm.,Private room
19781221,180,790,3,4,1.12,1,89,3,Mitte,Entire home_apt
19781919,80,529,3,69,4.33,1,129,3,Friedrichshain-Kreuzberg,Entire home_apt
19785287,30,626,2,3,0.19,2,0,3,Neukolln,Private room
19787898,60,160,4,1,0.07,1,0,3,Friedrichshain-Kreuzberg,Entire home_apt
19794276,199,361,3,41,2.61,4,271,1,Lichtenberg,Entire home_apt
19795072,25,190,3,32,2,1,70,4,Pankow,Private room
19795421,53,737,2,62,3.88,1,329,8,Lichtenberg,Private room
19796068,90,264,3,2,0.13,2,0,3,Neukolln,Entire home_apt
19796395,150,658,2,35,2.48,1,264,6,Pankow,Entire home_apt
19796896,24,79,2,12,0.76,1,0,7,Charlottenburg-Wilm.,Private room
19799771,30,333,4,2,0.13,1,0,4,Mitte,Private room
19800372,40,715,1,4,0.25,1,0,6,Friedrichshain-Kreuzberg,Private room
19802185,28,211,2,17,2.74,1,104,3,Charlottenburg-Wilm.,Private room
19803075,35,109,2,41,2.55,2,0,5,Friedrichshain-Kreuzberg,Private room
19804597,24,187,1,2,0.13,1,0,8,Charlottenburg-Wilm.,Private room
19805124,55,676,10,0,0,1,0,2,Mitte,Entire home_apt
19806003,35,136,7,1,0.07,1,0,2,Neukolln,Entire home_apt
19806513,45,445,2,11,0.71,1,0,6,Friedrichshain-Kreuzberg,Private room
19806957,96,228,90,11,0.82,3,0,4,Pankow,Entire home_apt
19806978,50,580,2,2,0.74,1,0,3,Neukolln,Private room
19813655,90,527,2,50,3.82,6,148,2,Friedrichshain-Kreuzberg,Entire home_apt
19813679,130,189,3,0,0,1,0,11,Friedrichshain-Kreuzberg,Entire home_apt
19814355,45,523,2,83,5.26,1,56,2,Friedrichshain-Kreuzberg,Private room
19816696,33,684,2,5,0.97,1,175,3,Steglitz - Zehlendorf,Private room
19816717,110,776,2,12,0.79,2,0,8,Friedrichshain-Kreuzberg,Entire home_apt
19817644,158,696,3,19,1.21,1,0,3,Pankow,Entire home_apt
19818651,95,548,1,1,0.6,2,83,9,Friedrichshain-Kreuzberg,Private room
19819023,54,95,90,1,0.07,8,251,2,Pankow,Entire home_apt
19819711,40,324,3,7,0.47,7,52,3,Charlottenburg-Wilm.,Private room
19820247,90,545,6,1,0.06,1,179,3,Mitte,Private room
19820475,20,37,1,21,1.35,1,18,5,Pankow,Private room
19821154,100,708,3,2,0.13,1,111,1,Tempelhof - Schoneberg,Entire home_apt
19821886,60,624,2,8,0.51,1,0,3,Friedrichshain-Kreuzberg,Entire home_apt
19823709,35,608,1,2,0.41,2,90,5,Neukolln,Private room
19824259,32,268,2,1,0.07,1,0,3,Lichtenberg,Private room
19824952,140,549,3,17,1.14,1,0,4,Pankow,Entire home_apt
19825141,50,221,10,16,1.02,1,0,3,Friedrichshain-Kreuzberg,Private room
19825802,50,561,6,2,0.59,1,0,9,Mitte,Entire home_apt
19826439,60,475,2,3,0.21,4,159,8,Neukolln,Shared room
19827109,180,434,1,0,0,2,364,12,Mitte,Shared room
19827737,30,313,4,6,0.37,1,0,1,Neukolln,Entire home_apt
19831872,59,410,1,21,1.32,2,0,3,Friedrichshain-Kreuzberg,Private room
19833508,33,205,181,18,1.16,1,310,3,Treptow - Kopenick,Entire home_apt
19833646,42,487,2,1,0.07,1,0,4,Charlottenburg-Wilm.,Entire home_apt
19835088,50,445,4,4,0.29,1,9,2,Mitte,Private room
19835708,50,175,1,4,0.26,2,0,3,Mitte,Entire home_apt
19836753,75,527,3,5,0.33,1,0,3,Neukolln,Entire home_apt
19838591,45,566,2,36,2.29,1,13,2,Tempelhof - Schoneberg,Private room
19840403,60,605,2,1,0.06,2,0,5,Neukolln,Private room
19841830,35,284,2,44,2.77,1,0,4,Friedrichshain-Kreuzberg,Private room
19842924,23,232,3,2,0.13,1,0,4,Pankow,Entire home_apt
19843082,20,718,7,1,0.07,2,0,2,Neukolln,Private room
19843409,80,489,4,6,0.43,1,36,10,Mitte,Entire home_apt
19843597,18,661,5,2,0.13,1,0,1,Mitte,Private room
19843954,70,450,4,9,0.58,1,0,7,Neukolln,Private room
19844167,29,644,14,0,0,1,0,4,Treptow - Kopenick,Entire home_apt
19844211,55,201,3,9,0.58,1,83,7,Friedrichshain-Kreuzberg,Private room
19844846,99,339,1,27,1.73,1,8,2,Pankow,Entire home_apt
19845208,27,643,1,0,0,1,0,9,Treptow - Kopenick,Entire home_apt
19845630,25,124,1,8,0.52,3,0,8,Tempelhof - Schoneberg,Private room
19849947,60,524,2,4,0.25,3,0,1,Pankow,Private room
19850352,25,168,3,4,0.26,2,0,2,Neukolln,Private room
19850820,30,137,2,1,0.06,2,0,8,Tempelhof - Schoneberg,Private room
19851369,53,535,2,7,0.47,1,18,1,Friedrichshain-Kreuzberg,Private room
19853003,35,98,3,2,0.13,1,0,2,Pankow,Private room
19853401,40,70,3,1,0.06,1,0,2,Friedrichshain-Kreuzberg,Private room
19853561,45,722,2,2,0.13,2,0,8,Pankow,Private room
19855210,44,674,7,32,2.13,2,171,1,Mitte,Private room
19855798,65,585,2,2,0.13,1,0,5,Pankow,Entire home_apt
19855813,50,487,1,13,0.81,1,0,7,Mitte,Entire home_apt
19856481,60,395,2,6,0.4,1,0,7,Charlottenburg-Wilm.,Entire home_apt
19857169,32,256,7,0,0,1,0,7,Steglitz - Zehlendorf,Entire home_apt
19860818,110,442,3,9,0.6,17,168,5,Marzahn - Hellersdorf,Entire home_apt
19861136,130,595,3,6,0.39,17,169,2,Marzahn - Hellersdorf,Entire home_apt
19861181,27,278,5,5,0.33,1,0,2,Friedrichshain-Kreuzberg,Private room
19861806,14,590,7,0,0,1,0,7,Tempelhof - Schoneberg,Private room
19863635,109,736,30,42,2.69,1,207,8,Pankow,Entire home_apt
19867118,35,294,5,0,0,1,0,3,Neukolln,Private room
19867174,90,763,2,4,0.56,1,0,7,Mitte,Entire home_apt
19867239,69,84,4,2,0.13,1,0,10,Mitte,Entire home_apt
19867630,85,544,3,16,1.02,1,40,3,Friedrichshain-Kreuzberg,Entire home_apt
19867859,40,420,2,45,3.14,1,0,2,Mitte,Private room
19868563,40,627,3,1,0.7,1,0,1,Mitte,Private room
19869231,30,399,1,57,3.62,1,80,7,Mitte,Private room
19871453,19,324,1,30,1.91,1,37,6,Reinickendorf,Private room
19872236,50,450,2,1,0.07,1,0,7,Friedrichshain-Kreuzberg,Entire home_apt
19872379,90,492,5,1,0.06,1,0,9,Mitte,Private room
19873435,40,514,3,6,0.39,1,0,3,Neukolln,Private room
19875974,17,353,3,3,0.2,1,0,4,Neukolln,Entire home_apt
19881350,34,315,3,44,2.88,1,162,9,Charlottenburg-Wilm.,Private room
19881355,20,699,1,1,0.07,1,0,1,Tempelhof - Schoneberg,Private room
19881575,37,83,2,22,1.52,1,17,3,Friedrichshain-Kreuzberg,Private room
19881847,23,538,3,11,0.69,1,0,2,Pankow,Private room
19882811,95,100,2,5,1,2,203,2,Mitte,Private room
19883918,96,376,2,20,1.27,1,0,2,Mitte,Entire home_apt
19884335,20,220,7,0,0,2,54,4,Neukolln,Private room
19884446,34,492,5,4,0.25,1,0,5,Mitte,Private room
19884483,19,179,3,3,0.19,2,0,5,Neukolln,Private room
19884951,50,53,2,4,0.26,1,88,7,Mitte,Private room
19885029,210,394,3,15,1.1,3,174,9,Pankow,Entire home_apt
19885212,99,186,3,0,0,2,0,5,Pankow,Private room
19885249,22,472,3,3,0.2,1,264,2,Mitte,Private room
19886531,74,719,29,1,0.07,1,35,9,Pankow,Entire home_apt
19886648,90,631,2,29,1.82,1,3,2,Friedrichshain-Kreuzberg,Entire home_apt
19888787,30,103,4,4,0.28,1,0,1,Mitte,Entire home_apt
19895860,33,84,7,13,0.82,1,0,5,Tempelhof - Schoneberg,Private room
19896033,100,619,3,8,0.51,1,360,7,Tempelhof - Schoneberg,Entire home_apt
19898333,18,296,3,14,0.99,2,38,8,Pankow,Private room
19898362,105,677,2,4,0.27,1,0,2,Friedrichshain-Kreuzberg,Entire home_apt
19899369,20,612,4,5,0.33,1,0,5,Mitte,Private room
19899648,22,37,2,18,1.13,1,0,1,Neukolln,Private room
19900357,50,74,3,6,0.38,1,0,3,Mitte,Private room
19901800,93,136,21,0,0,1,0,3,Friedrichshain-Kreuzberg,Entire home_apt
19902116,95,174,2,9,0.61,1,0,8,Friedrichshain-Kreuzberg,Entire home_apt
19903428,45,618,6,0,0,1,0,9,Friedrichshain-Kreuzberg,Entire home_apt
19903538,70,119,10,4,0.28,1,0,1,Pankow,Entire home_apt
19904108,30,620,20,27,1.73,2,0,5,Tempelhof - Schoneberg,Private room
19904694,30,260,1,2,0.13,1,0,3,Pankow,Private room
19904722,95,561,4,0,0,2,0,2,Pankow,Private room
19906108,50,284,3,6,0.38,1,94,6,Neukolln,Private room
19906935,33,49,2,4,0.25,1,6,1,Tempelhof - Schoneberg,Private room
19907397,30,656,1,1,0.07,1,0,1,Friedrichshain-Kreuzberg,Entire home_apt
19907526,30,67,3,8,0.52,1,67,9,Lichtenberg,Private room
19908189,26,185,60,5,0.35,9,226,8,Friedrichshain-Kreuzberg,Private room
19908406,100,397,3,15,0.97,1,37,1,Pankow,Entire home_apt
19908951,50,372,3,7,0.49,1,1,1,Mitte,Entire home_apt
19909141,100,500,7,13,0.82,1,15,1,Friedrichshain-Kreuzberg,Entire home_apt
19910452,30,675,2,1,0.06,1,0,6,Friedrichshain-Kreuzberg,Private room
19916998,26,484,60,4,0.28,9,280,2,Friedrichshain-Kreuzberg,Private room
19917195,23,146,60,1,0.3,9,362,7,Friedrichshain-Kreuzberg,Private room
19917378,23,189,60,1,0.07,9,130,1,Friedrichshain-Kreuzberg,Private room
19917623,69,547,2,9,0.58,1,0,5,Friedrichshain-Kreuzberg,Entire home_apt
19918368,69,272,2,15,0.99,1,0,8,Charlottenburg-Wilm.,Entire home_apt
19918652,40,594,1,0,0,1,356,3,Neukolln,Private room
19919106,25,327,5,9,0.57,2,0,2,Neukolln,Private room
19919277,25,413,7,2,0.14,1,0,3,Steglitz - Zehlendorf,Private room
19919971,29,354,4,10,0.65,1,15,7,Mitte,Private room
19920125,15,509,1,0,0,1,0,7,Reinickendorf,Entire home_apt
19921186,60,304,3,1,0.07,1,52,1,Mitte,Private room
19922061,25,405,5,0,0,2,0,2,Mitte,Private room
19922107,30,719,5,1,0.06,1,0,4,Friedrichshain-Kreuzberg,Private room
19923355,23,558,3,3,0.2,2,251,1,Treptow - Kopenick,Private room
19924729,18,282,3,1,0.07,1,0,6,Friedrichshain-Kreuzberg,Private room
19925807,30,682,3,29,1.86,1,6,6,Mitte,Private room
19926713,32,356,1,11,0.71,1,0,3,Neukolln,Private room
19926997,50,428,5,0,0,1,0,8,Pankow,Entire home_apt
19930472,48,582,2,14,0.92,2,7,5,Neukolln,Private room
19931261,80,429,2,2,0.43,7,8,7,Charlottenburg-Wilm.,Private room
19935170,120,488,5,0,0,2,125,1,Pankow,Entire home_apt
19935653,150,512,5,2,0.5,1,104,4,Charlottenburg-Wilm.,Entire home_apt
19935832,39,207,3,3,0.2,1,0,7,Friedrichshain-Kreuzberg,Private room
19937346,20,139,3,3,0.2,1,311,7,Charlottenburg-Wilm.,Private room
19937494,25,720,3,5,0.32,2,0,7,Neukolln,Private room
19937885,45,569,2,5,0.33,2,0,5,Mitte,Entire home_apt
19938260,69,264,2,6,0.39,1,0,2,Mitte,Private room
19938985,30,99,3,8,0.52,2,15,7,Friedrichshain-Kreuzberg,Private room
19939187,60,172,4,81,5.14,2,148,3,Friedrichshain-Kreuzberg,Entire home_apt
19939333,60,658,3,2,0.13,1,0,3,Steglitz - Zehlendorf,Entire home_apt
19940183,30,719,2,7,0.47,1,0,2,Neukolln,Private room
19940412,100,786,2,60,3.79,1,328,9,Pankow,Entire home_apt
19942005,27,608,2,12,0.84,1,0,3,Friedrichshain-Kreuzberg,Private room
19942151,60,625,45,2,0.13,1,311,5,Neukolln,Private room
19942505,55,79,3,5,0.32,1,114,6,Neukolln,Private room
19943989,100,643,1,1,0.07,1,0,9,Neukolln,Entire home_apt
19944322,70,351,3,8,0.52,1,2,10,Pankow,Entire home_apt
19944626,145,739,3,55,3.84,6,338,3,Mitte,Entire home_apt
19944833,30,318,4,9,0.61,2,0,9,Neukolln,Private room
19945405,26,279,1,11,0.73,1,0,5,Pankow,Private room
19945640,125,736,5,1,0.06,1,0,4,Mitte,Entire home_apt
19945991,25,297,6,2,0.15,1,0,4,Mitte,Private room
19946943,25,468,10,4,0.25,1,0,6,Charlottenburg-Wilm.,Entire home_apt
19947250,20,50,1,16,1.07,1,1,8,Mitte,Private room
19947460,45,205,6,0,0,1,0,1,Friedrichshain-Kreuzberg,Private room
19949568,50,666,7,4,0.26,1,0,3,Neukolln,Entire home_apt
19950178,67,645,1,5,0.33,1,177,3,Mitte,Private room
19951432,25,256,3,2,0.13,1,0,8,Tempelhof - Schoneberg,Private room
19954670,99,356,4,1,0.07,1,131,4,Friedrichshain-Kreuzberg,Entire home_apt
19954728,18,77,3,3,0.19,1,0,3,Steglitz - Zehlendorf,Private room
19955284,17,509,3,26,1.71,1,5,2,Mitte,Private room
19957026,150,211,1,7,0.68,1,163,7,Neukolln,Entire home_apt
19957120,120,405,4,37,2.39,5,114,4,Friedrichshain-Kreuzberg,Entire home_apt
19958439,32,649,2,129,8.45,2,8,1,Charlottenburg-Wilm.,Private room
19959161,20,37,7,3,0.2,1,0,2,Mitte,Private room
19960122,48,527,2,37,4.51,1,18,1,Mitte,Private room
19960361,42,388,2,8,0.56,1,0,1,Lichtenberg,Entire home_apt
19960757,15,352,13,0,0,2,0,1,Friedrichshain-Kreuzberg,Private room
19961235,1875,2286,2,6,0.43,16,80,38,Mitte,Entire home_apt
19962199,40,468,2,1,0.07,1,0,1,Neukolln,Private room
19963051,45,163,2,17,1.14,1,78,4,Charlottenburg-Wilm.,Private room
19963323,59,133,4,15,0.95,1,67,10,Mitte,Entire home_apt
19963601,45,272,7,6,0.41,1,16,9,Neukolln,Entire home_apt
19964391,175,836,2,0,0,1,0,1,Mitte,Entire home_apt
19964420,89,118,1,5,0.33,1,0,3,Pankow,Entire home_apt
19964747,50,83,2,37,2.35,1,4,6,Pankow,Private room
19965446,50,502,2,0,0,1,0,8,Friedrichshain-Kreuzberg,Entire home_apt
19967205,200,226,5,2,0.13,2,35,12,Pankow,Private room
19967288,60,424,2,13,0.83,1,0,10,Tempelhof - Schoneberg,Entire home_apt
19967667,17,207,7,1,0.23,4,0,6,Charlottenburg-Wilm.,Private room
19973184,54,706,4,5,0.33,1,279,10,Neukolln,Entire home_apt
19975962,45,539,2,0,0,1,0,2,Neukolln,Shared room
19976281,65,513,2,52,3.42,1,6,1,Mitte,Entire home_apt
19976511,35,660,1,27,1.74,2,178,4,Pankow,Private room
19977266,30,66,1,68,4.45,1,213,2,Neukolln,Private room
19977295,31,222,1,10,1.9,1,350,6,Mitte,Private room
19978514,55,145,5,1,0.07,1,1,9,Neukolln,Entire home_apt
19978789,90,259,1,11,0.92,1,22,2,Neukolln,Entire home_apt
19979007,35,709,1,10,0.63,1,0,1,Charlottenburg-Wilm.,Private room
19979065,49,493,2,6,0.42,1,94,5,Tempelhof - Schoneberg,Entire home_apt
19979215,70,649,2,6,0.39,1,0,1,Pankow,Entire home_apt
19981411,28,308,1,21,1.54,1,160,8,Tempelhof - Schoneberg,Private room
19981719,35,263,3,29,2,1,0,8,Tempelhof - Schoneberg,Private room
19982663,43,626,2,2,0.13,1,0,1,Friedrichshain-Kreuzberg,Entire home_apt
19989316,110,622,14,1,0.07,1,0,10,Pankow,Entire home_apt
19989476,59,145,2,9,0.66,1,21,2,Charlottenburg-Wilm.,Entire home_apt
19990218,120,321,5,0,0,1,0,1,Charlottenburg-Wilm.,Entire home_apt
19991315,40,46,1,10,0.65,1,0,3,Friedrichshain-Kreuzberg,Entire home_apt
19992268,24,399,14,1,0.07,1,0,8,Pankow,Private room
19993184,22,286,2,5,0.33,1,0,6,Friedrichshain-Kreuzberg,Private room
19993649,33,236,1,0,0,1,0,6,Neukolln,Private room
19993685,20,115,3,3,0.24,1,0,2,Lichtenberg,Private room
19994431,60,77,3,18,1.18,1,357,3,Pankow,Entire home_apt
19994657,20,407,1,2,0.13,1,0,3,Lichtenberg,Private room
19996415,65,493,28,8,0.6,1,172,5,Pankow,Entire home_apt
19996782,55,211,10,1,0.07,1,0,9,Tempelhof - Schoneberg,Entire home_apt
19997373,20,221,3,5,0.32,1,0,4,Mitte,Private room
19998142,32,299,5,1,0.06,1,0,6,Charlottenburg-Wilm.,Private room
19998604,30,228,2,59,3.77,1,1,3,Pankow,Private room
19998880,119,144,7,7,0.48,1,31,7,Friedrichshain-Kreuzberg,Entire home_apt
19999243,26,627,2,42,2.7,1,86,3,Tempelhof - Schoneberg,Private room
19999881,50,152,14,7,0.51,1,45,1,Neukolln,Entire home_apt
20004327,100,715,30,7,0.54,2,364,4,Charlottenburg-Wilm.,Entire home_apt
20004691,40,691,2,1,0.06,1,0,9,Neukolln,Private room
20004811,80,604,5,2,0.13,2,0,10,Friedrichshain-Kreuzberg,Entire home_apt
20004934,70,742,2,4,0.27,1,310,8,Neukolln,Entire home_apt
20005482,65,605,14,3,0.52,1,84,3,Pankow,Private room
20005541,19,186,14,1,0.06,2,54,3,Mitte,Private room
20007058,42,407,7,8,0.52,1,0,3,Neukolln,Entire home_apt
20008641,35,373,2,17,1.09,1,21,1,Charlottenburg-Wilm.,Private room
20008771,45,592,5,0,0,1,0,3,Neukolln,Private room
20010042,100,787,2,8,0.54,1,0,2,Pankow,Entire home_apt
20010921,35,591,2,9,0.69,1,0,2,Tempelhof - Schoneberg,Private room
20010939,129,413,2,6,0.39,1,2,3,Friedrichshain-Kreuzberg,Entire home_apt
20012136,45,479,1,35,2.32,1,66,2,Friedrichshain-Kreuzberg,Private room
20012258,65,646,5,5,0.34,1,67,3,Friedrichshain-Kreuzberg,Entire home_apt
20012349,90,571,2,87,5.61,1,3,2,Reinickendorf,Entire home_apt
20012832,30,319,2,1,0.06,2,0,1,Friedrichshain-Kreuzberg,Private room
20013176,18,325,3,2,0.14,1,0,3,Treptow - Kopenick,Private room
20018579,62,179,3,13,0.85,1,0,3,Mitte,Entire home_apt
20018951,21,459,4,5,0.37,1,0,3,Neukolln,Private room
20019130,45,592,3,30,1.98,1,107,7,Charlottenburg-Wilm.,Private room
20019296,20,385,4,2,0.13,1,0,6,Mitte,Private room
20020532,39,587,2,40,2.58,1,3,3,Friedrichshain-Kreuzberg,Entire home_apt
20024345,70,179,2,0,0,1,0,9,Neukolln,Entire home_apt
20024550,30,713,3,3,0.19,1,0,3,Lichtenberg,Private room
20025177,60,732,5,15,1.03,1,8,1,Friedrichshain-Kreuzberg,Private room
20025889,55,342,2,10,0.65,1,0,7,Friedrichshain-Kreuzberg,Entire home_apt
20027259,20,553,14,0,0,1,0,4,Charlottenburg-Wilm.,Private room
20027515,30,566,2,0,0,1,0,5,Pankow,Entire home_apt
20027814,30,588,2,17,1.09,1,0,2,Charlottenburg-Wilm.,Entire home_apt
20028451,90,341,3,38,2.63,1,270,1,Tempelhof - Schoneberg,Entire home_apt
20030201,50,443,4,0,0,1,0,3,Marzahn - Hellersdorf,Entire home_apt
20030781,40,469,4,3,0.19,1,0,1,Pankow,Private room
20032325,40,700,1,2,0.15,2,0,7,Mitte,Private room
20032691,30,459,4,2,0.13,1,0,4,Neukolln,Private room
20033418,38,395,2,15,0.96,1,5,5,Pankow,Entire home_apt
20033510,52,398,2,8,0.52,1,24,3,Friedrichshain-Kreuzberg,Entire home_apt
20033562,30,121,2,6,0.43,1,4,1,Pankow,Private room
20034216,67,252,1,2,0.14,1,89,8,Spandau,Entire home_apt
20040953,70,601,2,1,0.06,3,0,1,Mitte,Entire home_apt
20041053,21,224,1,0,0,1,0,9,Charlottenburg-Wilm.,Private room
20041189,30,649,2,1,0.07,1,0,2,Friedrichshain-Kreuzberg,Private room
20041362,75,691,5,7,0.52,1,66,3,Steglitz - Zehlendorf,Entire home_apt
20041797,140,807,5,0,0,1,57,4,Friedrichshain-Kreuzberg,Private room
20041877,27,696,1,1,0.07,1,0,4,Neukolln,Private room
20042340,40,206,1,5,0.32,1,27,1,Friedrichshain-Kreuzberg,Private room
20042669,30,47,2,1,0.07,1,0,4,Pankow,Entire home_apt
20042681,32,334,3,2,0.13,1,5,3,Neukolln,Private room
20043316,25,519,1,0,0,1,0,9,Mitte,Private room
20043485,34,610,14,0,0,1,0,3,Pankow,Private room
20044454,38,119,5,4,0.26,1,0,6,Friedrichshain-Kreuzberg,Private room
20044854,18,343,2,1,0.08,1,0,1,Tempelhof - Schoneberg,Private room
20045752,80,395,2,4,0.28,1,0,9,Neukolln,Entire home_apt
20046910,22,238,6,2,0.13,1,0,3,Tempelhof - Schoneberg,Private room
20048067,22,322,7,0,0,1,0,4,Mitte,Private room
20048414,25,706,5,5,0.32,1,0,5,Mitte,Private room
20049027,25,461,3,4,1.07,1,22,4,Lichtenberg,Private room
20049431,50,203,5,0,0,1,0,3,Treptow - Kopenick,Private room
20049920,22,378,1,18,1.45,1,88,5,Tempelhof - Schoneberg,Private room
20050793,25,104,2,5,0.32,2,0,1,Friedrichshain-Kreuzberg,Private room
20051099,35,148,3,102,6.65,1,53,6,Tempelhof - Schoneberg,Private room
20052208,23,61,11,0,0,1,12,4,Lichtenberg,Private room
20052396,30,670,2,0,0,1,0,6,Pankow,Private room
20053090,28,670,2,2,0.13,1,0,5,Friedrichshain-Kreuzberg,Private room
20059003,68,193,5,3,0.2,1,0,10,Pankow,Entire home_apt
20059171,59,723,2,10,0.68,1,0,3,Mitte,Entire home_apt
20059937,55,435,3,8,0.77,1,0,9,Pankow,Entire home_apt
20061309,50,562,3,13,0.91,1,0,3,Mitte,Private room
20061785,25,311,10,0,0,1,0,8,Friedrichshain-Kreuzberg,Private room
20062316,18,506,4,0,0,1,0,6,Mitte,Private room
20062827,23,277,30,48,3.16,1,9,1,Neukolln,Private room
20062945,39,130,2,1,0.08,1,0,8,Lichtenberg,Private room
20062985,65,617,3,27,1.84,2,7,4,Friedrichshain-Kreuzberg,Private room
20063060,80,102,1,4,0.28,1,0,1,Pankow,Entire home_apt
20063073,40,265,4,1,0.07,1,0,8,Friedrichshain-Kreuzberg,Entire home_apt
20063249,18,716,7,0,0,1,0,2,Tempelhof - Schoneberg,Private room
20063374,42,527,2,3,0.19,1,0,2,Friedrichshain-Kreuzberg,Entire home_apt
20063788,19,169,6,5,0.33,1,0,8,Mitte,Private room
20064553,35,531,1,44,3.55,1,169,2,Friedrichshain-Kreuzberg,Private room
20064848,35,356,1,5,0.32,1,96,1,Friedrichshain-Kreuzberg,Private room
20065609,15,545,12,1,0.07,1,0,1,Friedrichshain-Kreuzberg,Private room
20067755,55,318,1,14,0.91,1,0,3,Friedrichshain-Kreuzberg,Entire home_apt
20067894,63,284,2,5,0.34,1,178,10,Treptow - Kopenick,Entire home_apt
20067991,38,414,5,6,0.4,1,0,3,Friedrichshain-Kreuzberg,Entire home_apt
20068064,49,400,2,0,0,2,0,8,Tempelhof - Schoneberg,Private room
20068570,29,180,6,4,0.26,1,0,3,Mitte,Private room
20068745,40,311,2,1,0.18,2,0,1,Friedrichshain-Kreuzberg,Private room
20068898,27,308,2,3,0.21,1,0,3,Neukolln,Private room
20069673,40,373,1,0,0,1,0,2,Friedrichshain-Kreuzberg,Private room
20069680,35,379,3,10,0.75,1,148,2,Friedrichshain-Kreuzberg,Private room
20071024,125,568,1,120,8.16,4,295,4,Friedrichshain-Kreuzberg,Entire home_apt
20071123,15,276,1,0,0,1,0,9,Mitte,Shared room
20071137,41,654,12,2,0.13,1,0,3,Neukolln,Entire home_apt
20079870,40,663,4,5,0.33,1,0,1,Neukolln,Private room
20080571,20,21,2,5,0.32,1,0,8,Mitte,Private room
20080653,15,210,5,3,0.19,2,0,4,Mitte,Private room
20080687,25,336,2,17,1.21,1,65,8,Spandau,Private room
20080944,28,664,1,2,0.13,1,0,3,Friedrichshain-Kreuzberg,Private room
20081217,32,244,3,0,0,1,0,3,Friedrichshain-Kreuzberg,Private room
20081286,50,301,2,0,0,1,0,10,Friedrichshain-Kreuzberg,Entire home_apt
20081295,60,544,7,1,0.14,2,306,2,Friedrichshain-Kreuzberg,Entire home_apt
20081499,350,667,2,5,0.56,1,177,13,Neukolln,Entire home_apt
20081980,40,142,1,26,1.68,1,0,2,Neukolln,Private room
20082691,26,364,1,2,0.13,1,0,2,Friedrichshain-Kreuzberg,Private room
20083351,60,721,4,1,0.07,1,0,2,Neukolln,Entire home_apt
20083665,14,432,4,1,0.07,2,0,3,Neukolln,Private room
20083690,110,574,3,5,0.35,1,84,4,Charlottenburg-Wilm.,Entire home_apt
20084742,60,220,4,32,2.15,1,7,1,Neukolln,Entire home_apt
20085027,22,378,1,3,0.19,1,0,2,Lichtenberg,Private room
20085066,55,691,2,3,0.2,1,0,5,Friedrichshain-Kreuzberg,Entire home_apt
20085240,70,642,3,2,0.31,1,0,3,Pankow,Entire home_apt
20085601,75,617,1,5,0.44,1,0,2,Mitte,Entire home_apt
20087026,25,244,2,8,0.53,1,4,3,Reinickendorf,Private room
20087361,50,292,3,8,0.53,1,0,1,Friedrichshain-Kreuzberg,Private room
20087411,35,303,1,9,0.59,1,0,2,Friedrichshain-Kreuzberg,Private room
20087594,20,23,20,1,0.13,1,0,5,Charlottenburg-Wilm.,Private room
20087743,30,538,1,21,1.46,1,333,1,Pankow,Private room
20088404,24,612,4,4,0.27,1,0,7,Friedrichshain-Kreuzberg,Private room
20088931,22,446,5,7,0.45,1,0,3,Pankow,Private room
20091040,65,90,4,1,0.07,2,0,9,Pankow,Entire home_apt
20091284,15,267,25,0,0,1,0,2,Pankow,Private room
20091354,25,69,2,22,1.66,1,0,1,Mitte,Private room
